,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288
n1,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66
n2,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63550307,12.63397228,12.63397226,12.63397228,12.63397227,12.63397228,12.63397227,12.63397229,12.63397229,12.6339723,12.63397231,12.63397232,12.63397231,12.63200278,12.63200279,12.6320028,12.63200281,12.63200281,12.6320028,12.63200279,12.63200281,12.63200281,12.63200283,12.63200282,12.63200283,12.63072379,12.6307238,12.63072379,12.6307238,12.6307238,12.6307238,12.63072379,12.6307238,12.63072381,12.63072381,12.6307238,12.63072379,12.62256755,12.62256754,12.62256755,12.62256755,12.62256753,12.62256755,12.62256754,12.62256754,12.62256754,12.62256755,12.62256753,12.62256756,12.61861916,12.61746322,12.61885172,12.6186005,12.61674738,12.61860137,12.61861327,12.6172496,12.61861295,12.61831492,12.61727439,12.61831518,12.62041035,12.61878942,12.62017594,12.62017609,12.61934433,12.62054041,12.6201788,12.61812042,12.62017871,12.61938152,12.61770996,12.61939056,12.62155803,12.62074398,12.62155803,12.62155803,12.62066555,12.62155803,12.62175019,12.62081173,12.62175019,12.62163762,12.62066453,12.62163762,12.62041023,12.61964266,12.62041023,12.62065973,12.61969232,12.62065973,12.62087319,12.6198666,12.62087319,12.62085017,12.61973336,12.62085017,12.62124918,12.62124909,12.62124919,12.62084862,12.62084896,12.62084862,12.62084123,12.62084123,12.62084124,12.62067447,12.62067465,12.62067425,12.62052291,12.62057543,12.62051641,12.62009985,12.6200998,12.62009982,12.61962566,12.61934795,12.61962572,12.62036082,12.62036264,12.61962386,12.61969327,12.61969322,12.61969326,12.61953018,12.61953016,12.61953018,12.61938073,12.61938074,12.61938177,12.61917831,12.61917882,12.61917831,12.61867929,12.61877873,12.61877889,12.61810041,12.61813159,12.61817498,12.61794828,12.61798812,12.61776192,12.61708275,12.61698849,12.6169885,12.62110379,12.62110178,12.62038916,12.62030839,12.62030839,12.62030278,12.62029724,12.62029652,12.62029651,12.62029858,12.62030063,12.62027378,12.62257817,12.62257819,12.6225782,12.6225782,12.62257818,12.6225782,12.62257818,12.62257819,12.6225782,12.6225782,12.62257819,12.62257818,12.62228139,12.6222814,12.62228141,12.6222814,12.62228141,12.62228139,12.62228141,12.62228141,12.62228142,12.62228141,12.62228142,12.62228139,12.62233821,12.62233822,12.62233823,12.62233822,12.62233822,12.62233821,12.62233822,12.62233822,12.62233822,12.62233824,12.62233821,12.62233823,12.62456494,12.62456495,12.62456494,12.62456495,12.62456493,12.62456493,12.62456493,12.62456494,12.62456494,12.62456495,12.62456494,12.62456494,12.62786511,12.62786512,12.62786511,12.62786511,12.6278651,12.62786511,12.62786508,12.62786508,12.62786509,12.62786509,12.62786507,12.62786507,12.62615959,12.62615968,12.6261596,12.62615968,12.6261598,12.62615965,12.62615961,12.62615968,12.6261596,12.62620529,12.62620523,12.6262053,12.6332824,12.6332824,12.6332824,12.63328234,12.63328234,12.63328234,12.63328233,12.63328234,12.63328234,12.63328234,12.63328234,12.63328234,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62457323,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62345647,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388,12.62102388
n3,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51896798,12.51009312,12.51009305,12.51009316,12.51009312,12.51009315,12.51009308,12.51009322,12.51009319,12.51009326,12.51009332,12.51009336,12.51009329,12.49866385,12.49866389,12.49866393,12.49866401,12.49866398,12.49866386,12.49866386,12.49866401,12.49866398,12.49866407,12.49866399,12.498664,12.49123495,12.49123504,12.49123499,12.49123502,12.49123504,12.49123502,12.49123497,12.49123498,12.49123506,12.49123504,12.49123498,12.49123493,12.46394585,12.46394581,12.46394589,12.46394588,12.46394573,12.46394588,12.46394578,12.46394579,12.46394582,12.46394588,12.46394575,12.46394593,12.43862624,12.431224,12.44011517,12.43850681,12.4266387,12.43851233,12.43858852,12.42985583,12.43858651,12.43667826,12.4300146,12.43667992,12.45021981,12.43984488,12.44871977,12.44872075,12.44339724,12.45105204,12.44873806,12.43556145,12.44873751,12.44363522,12.43293289,12.44369312,12.45787775,12.45266992,12.45787775,12.45787775,12.45216809,12.45787775,12.45910687,12.45310335,12.45910687,12.45838685,12.45216156,12.45838685,12.45088695,12.44597497,12.45088695,12.45248339,12.4462928,12.4524834,12.4538491,12.44740817,12.4538491,12.45370186,12.44655547,12.45370186,12.45693355,12.45693298,12.45693357,12.45437107,12.45437325,12.45437107,12.45432386,12.45432386,12.45432393,12.45325699,12.45325813,12.45325554,12.45245288,12.45298949,12.45244879,12.45030698,12.45030676,12.45030698,12.44726039,12.44546724,12.44726102,12.44792349,12.44793433,12.4472815,12.44845617,12.44845589,12.4484561,12.44741253,12.4474124,12.44741253,12.44645619,12.44645621,12.4464628,12.44516069,12.445164,12.4451607,12.44272625,12.44336271,12.44336371,12.4390207,12.43922032,12.4394981,12.43804685,12.43830189,12.43685377,12.43250504,12.43190137,12.43190144,12.44465824,12.44465622,12.44393218,12.44385009,12.44385008,12.44384442,12.44383878,12.44383803,12.44383807,12.44384016,12.44384223,12.44381494,12.44379658,12.44379667,12.44379671,12.44379671,12.44379662,12.4437967,12.44379662,12.44379666,12.44379674,12.44379675,12.44379667,12.44379663,12.44206398,12.44206402,12.44206403,12.44206403,12.44206403,12.44206393,12.44206404,12.44206408,12.44206409,12.44206403,12.44206412,12.44206398,12.4423957,12.44239575,12.44239584,12.44239576,12.44239571,12.4423957,12.44239575,12.44239575,12.44239575,12.44239585,12.4423957,12.44239576,12.45538715,12.45538715,12.45538715,12.45538724,12.4553871,12.45538711,12.4553871,12.45538715,12.45538715,12.4553872,12.45538714,12.45538715,12.47461202,12.47461204,12.47461205,12.47461202,12.47461202,12.47461202,12.47461199,12.47461198,12.47461203,12.47461202,12.47461198,12.47461199,12.48664182,12.48664238,12.48664188,12.48664237,12.48664314,12.4866422,12.48664192,12.48664236,12.48664185,12.4869337,12.48693337,12.48693376,12.50609373,12.50609372,12.50609372,12.5060937,12.50609367,12.50609369,12.50609365,12.50609368,12.50609367,12.50609368,12.50609368,12.50609368,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.47418659,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.46659076,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143,12.45082143
n4,12.45749531,12.45749531,12.45749531,12.45749531,12.45749531,12.45749531,12.45749531,12.45749531,12.45749531,12.45749531,12.45749532,12.45749531,12.44471635,12.44471623,12.44471641,12.44471632,12.44471638,12.44471626,12.44471649,12.44471644,12.44471655,12.44471663,12.44471669,12.44471658,12.42825254,12.4282526,12.42825267,12.4282528,12.42825273,12.42825255,12.42825255,12.4282528,12.42825274,12.42825287,12.42825275,12.42825275,12.41754715,12.41754729,12.41754721,12.41754726,12.4175473,12.41754725,12.41754717,12.41754719,12.41754732,12.41754728,12.41754719,12.4175471,12.37657934,12.37657928,12.37657941,12.3765794,12.37657915,12.37657939,12.37657923,12.37657924,12.3765793,12.37657939,12.37657918,12.37657947,12.34363235,12.32765677,12.34380379,12.34086603,12.3202414,12.3408749,12.34096835,12.32510762,12.34096512,12.33747592,12.32234115,12.3374786,12.35446906,12.33765751,12.35203837,12.35203996,12.34341373,12.35581762,12.35206802,12.3307168,12.35206711,12.3437993,12.32645755,12.34389312,12.36744396,12.35900534,12.36744396,12.36744397,12.35819219,12.36744397,12.3694356,12.35970766,12.3694356,12.36826889,12.35818161,12.36826888,12.35674974,12.34879104,12.35674974,12.35933642,12.34930602,12.35933643,12.36154924,12.3511132,12.36154925,12.36131068,12.34973161,12.36131068,12.36776698,12.36776607,12.36776702,12.36361542,12.36361896,12.36361542,12.36353896,12.36353895,12.36353906,12.36181051,12.36181235,12.36180816,12.36178307,12.36267549,12.36178076,12.35837155,12.35837121,12.35837157,12.35343488,12.35052826,12.35343591,12.35404293,12.35406039,12.35347283,12.35668971,12.35668925,12.35668964,12.35499928,12.35499908,12.35499929,12.35345025,12.35345027,12.35346101,12.35135188,12.35135723,12.35135188,12.34877578,12.34980658,12.34980819,12.34540244,12.34576024,12.34625792,12.34363335,12.34409032,12.34137426,12.33724424,12.33626581,12.3362654,12.35122105,12.35121904,12.35048881,12.35040599,12.35040597,12.35040028,12.35039459,12.35039382,12.35039388,12.35039599,12.35039807,12.35037054,12.34910767,12.34910781,12.34910788,12.34910788,12.34910774,12.34910787,12.34910774,12.34910781,12.34910794,12.34910795,12.34910781,12.34910775,12.34660541,12.34660549,12.3466055,12.34660549,12.34660549,12.34660534,12.3466055,12.34660557,12.34660558,12.3466055,12.34660565,12.34660541,12.34708452,12.34708459,12.34708474,12.3470846,12.34708452,12.34708451,12.34708459,12.34708459,12.34708459,12.34708474,12.34708452,12.3470846,12.36584221,12.36584221,12.36584221,12.36584235,12.36584214,12.36584214,12.36584214,12.3658422,12.36584222,12.36584228,12.3658422,12.3658422,12.39358085,12.39358087,12.3935809,12.39358085,12.39358085,12.39358085,12.39358082,12.39358079,12.39358088,12.39358086,12.39358081,12.39358082,12.41288825,12.41288916,12.41288835,12.41288914,12.41289039,12.41288887,12.41288841,12.41288913,12.41288831,12.41336129,12.41336075,12.41336139,12.43895631,12.43895628,12.43895629,12.43895629,12.43895624,12.43895627,12.43895622,12.43895626,12.43895624,12.43895625,12.43895625,12.43895625,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.38854573,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.37542797,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833,12.35692833
n5,12.39676298,12.39676298,12.39676298,12.39676298,12.39676298,12.39676298,12.39676298,12.39676298,12.39676298,12.39676298,12.39676299,12.39676298,12.38011975,12.38011959,12.38011983,12.3801197,12.38011978,12.38011962,12.38011994,12.38011986,12.38012002,12.38012012,12.3801202,12.38012004,12.35867146,12.35867155,12.35867164,12.35867182,12.35867173,12.35867147,12.35867146,12.35867181,12.35867173,12.35867192,12.35867174,12.35867175,12.34472135,12.34472154,12.34472143,12.34472149,12.34472155,12.34472149,12.34472137,12.34472139,12.34472158,12.34472152,12.34472139,12.34472126,12.28957304,12.28957295,12.28957314,12.28957312,12.28957278,12.28957311,12.28957289,12.2895729,12.28957298,12.28957311,12.28957281,12.28957322,12.24868129,12.22378199,12.2474806,12.24315925,12.21342143,12.24317161,12.24328299,12.22000368,12.24327849,12.23814391,12.21419137,12.23814764,12.2587546,12.23524497,12.25535548,12.2553577,12.2432946,12.26064044,12.25539694,12.22553901,12.25539568,12.24383372,12.21958274,12.24396493,12.27733201,12.26553157,12.27733201,12.27733202,12.26439448,12.27733202,12.28011709,12.26651369,12.28011709,12.27848558,12.26437969,12.27848557,12.26286228,12.25173334,12.26286228,12.26647937,12.25245346,12.26647938,12.26957363,12.25498053,12.26957364,12.26924004,12.25304859,12.26924004,12.27920196,12.27920067,12.27920201,12.27339699,12.27340193,12.27339699,12.2732901,12.2732901,12.27329025,12.27087333,12.2708759,12.27087003,12.27181936,12.27308199,12.27181891,12.26709108,12.26709061,12.26709112,12.26018793,12.2561228,12.26018939,12.26073843,12.26076279,12.26024341,12.26574695,12.26574632,12.26574689,12.26338362,12.26338334,12.26338364,12.26121795,12.26121799,12.26123303,12.25828428,12.25829176,12.25828428,12.25572923,12.25717027,12.25717253,12.25270315,12.25322554,12.25395203,12.25010664,12.2507737,12.24673835,12.24283771,12.24146936,12.24146843,12.25882359,12.25882159,12.2580852,12.25800167,12.25800164,12.25799592,12.25799018,12.25798939,12.25798947,12.25799159,12.25799368,12.25796591,12.25546901,12.2554692,12.2554693,12.2554693,12.2554691,12.25546929,12.2554691,12.2554692,12.25546938,12.2554694,12.25546921,12.25546912,12.25220348,12.25220358,12.2522036,12.25220359,12.25220359,12.25220337,12.2522036,12.2522037,12.25220371,12.25220359,12.2522038,12.25220347,12.25282874,12.25282884,12.25282905,12.25282885,12.25282874,12.25282873,12.25282884,12.25282884,12.25282884,12.25282905,12.25282874,12.25282885,12.2773039,12.2773039,12.2773039,12.2773041,12.2773038,12.2773038,12.2773038,12.27730389,12.27730391,12.277304,12.27730389,12.27730389,12.31348055,12.31348057,12.31348062,12.31348054,12.31348055,12.31348055,12.31348051,12.31348048,12.3134806,12.31348057,12.3134805,12.31348052,12.33998815,12.33998942,12.33998829,12.3399894,12.33999114,12.33998902,12.33998837,12.33998938,12.33998823,12.34064968,12.34064893,12.34064982,12.37261672,12.37261669,12.3726167,12.37261673,12.37261666,12.3726167,12.37261662,12.37261668,12.37261665,12.37261668,12.37261668,12.37261668,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.30276388,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.2837984,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436,12.26241436
n6,12.24520006,12.24520006,12.24520006,12.24520006,12.24520006,12.24520006,12.24520006,12.24520006,12.24520006,12.24520006,12.24520007,12.24520006,12.21886049,12.21886023,12.21886064,12.2188604,12.21886053,12.21886026,12.2188608,12.21886066,12.21886094,12.21886109,12.21886122,12.21886096,12.18489528,12.18489543,12.18489559,12.18489589,12.18489573,12.18489529,12.18489529,12.18489588,12.18489575,12.18489605,12.18489575,12.18489575,12.16279118,12.1627915,12.16279131,12.16279141,12.16279151,12.1627914,12.1627912,12.16279123,12.16279154,12.16279144,12.16279122,12.16279101,12.0723503,12.07235016,12.07235047,12.07235043,12.07234985,12.07235042,12.07235004,12.07235006,12.07235021,12.07235042,12.07234991,12.07235061,12.01172001,11.96459422,12.00710438,11.99934545,11.94690417,11.99936648,11.99952243,11.95774553,11.99951478,11.9902889,11.94435297,11.99029524,12.01987646,11.97968986,12.01406661,12.01407042,11.99345139,12.02310263,12.01413749,11.96307838,12.01413533,11.99438519,11.95289893,11.99460827,12.05233762,12.03218166,12.05233762,12.05233764,12.03023867,12.05233763,12.05709465,12.03385974,12.05709465,12.05430968,12.03021341,12.05430966,12.02843553,12.00941518,12.02843553,12.03461167,12.01064421,12.03461168,12.03989954,12.01496173,12.03989956,12.03932997,12.01166047,12.03932997,12.05792194,12.05791975,12.05792202,12.0480088,12.04801694,12.0480088,12.04782115,12.04782114,12.04782139,12.04368713,12.04369093,12.04368156,12.04694992,12.04913202,12.04695409,12.03894618,12.03894539,12.03894627,12.0271442,12.02019991,12.02714674,12.02755104,12.0275919,12.0272426,12.03833177,12.0383307,12.03833172,12.03429694,12.03429613,12.03429696,12.03059651,12.03059658,12.0306205,12.02558825,12.02560071,12.02558825,12.02297288,12.02543341,12.02543727,12.02080979,12.02174119,12.02303624,12.01615376,12.01734291,12.01001606,12.0066858,12.00435853,12.00435633,12.02760847,12.02760647,12.02685446,12.02676911,12.02676906,12.02676326,12.02675739,12.02675655,12.02675668,12.02675884,12.02676096,12.02673257,12.02112268,12.021123,12.02112318,12.02112318,12.02112284,12.02112316,12.02112284,12.02112301,12.02112332,12.02112334,12.02112301,12.02112286,12.0159311,12.01593128,12.0159313,12.01593129,12.01593128,12.01593091,12.01593129,12.01593148,12.01593149,12.0159313,12.01593166,12.0159311,12.01692519,12.01692536,12.01692574,12.01692539,12.01692519,12.01692519,12.01692537,12.01692537,12.01692538,12.01692573,12.01692519,12.01692537,12.0558209,12.0558209,12.0558209,12.05582124,12.05582073,12.05582074,12.05582073,12.05582089,12.05582091,12.05582108,12.05582089,12.05582089,12.11325233,12.11325236,12.11325245,12.11325232,12.11325235,12.11325233,12.11325228,12.11325222,12.11325244,12.11325238,12.11325227,12.11325231,12.15787746,12.15787963,12.1578777,12.1578796,12.15788257,12.15787894,12.15787784,12.15787957,12.1578776,12.15900616,12.15900488,12.15900641,12.20698178,12.20698172,12.20698174,12.20698184,12.20698172,12.20698178,12.20698166,12.20698175,12.20698171,12.20698175,12.20698175,12.20698175,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.08895736,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.05554064,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866,12.02701866
n7,12.21647097,12.21647097,12.21647097,12.21647097,12.21647097,12.21647097,12.21647097,12.21647097,12.21647097,12.21647097,12.21647098,12.21647097,12.18829089,12.18829057,12.18829105,12.18829077,12.1882909,12.1882906,12.18829121,12.18829105,12.18829137,12.18829155,12.18829168,12.18829139,12.15194917,12.15194932,12.15194953,12.15194989,12.15194968,12.15194918,12.15194918,12.15194985,12.15194972,12.15195007,12.15194969,12.15194972,12.12829653,12.12829689,12.12829668,12.1282968,12.1282969,12.12829678,12.12829657,12.12829658,12.12829697,12.12829685,12.12829658,12.12829634,12.02391852,12.02391847,12.02391872,12.02391868,12.02391812,12.02391866,12.02391822,12.02391835,12.02391841,12.02391866,12.02391819,12.02391889,11.95993489,11.91635901,11.95391019,11.94475595,11.89562028,11.94478044,11.94495527,11.91029463,11.94494633,11.9340569,11.89351795,11.93406432,11.96755119,11.93042897,11.96075581,11.96076036,11.94689657,11.97132978,11.96084452,11.91581661,11.96084198,11.93777173,11.90394273,11.93803051,12.00490578,11.98593616,12.00490578,12.00490582,11.98410722,12.00490582,12.0093827,11.98751524,12.0093827,12.00588229,11.98407961,12.00588226,11.97859032,11.96314301,11.97859032,11.98635091,11.96469853,11.98635093,11.99065032,11.96955706,11.99065034,11.98993403,11.96605671,11.98993403,12.01417195,12.01416921,12.01417205,12.00174043,12.00174931,12.00174043,12.00173302,12.001733,12.00173328,11.99649681,11.99649941,11.99649043,12.00159783,12.00433481,12.00160421,11.9915648,11.99156417,11.99156492,11.98191471,11.97323272,11.98191788,11.97865673,11.97870332,11.97840291,11.99285725,11.99285603,11.9928572,11.98814627,11.98814482,11.9881463,11.98524482,11.98524485,11.98526037,11.97898199,11.97899578,11.97898199,11.97774632,11.98082197,11.98082565,11.97576634,11.97693775,11.97857069,11.97175235,11.97325089,11.96372858,11.96035341,11.95768018,11.95767789,11.98374742,11.98374543,11.98299045,11.98290474,11.98290468,11.98289888,11.98289298,11.98289212,11.98289227,11.98289444,11.98289656,11.98286805,11.97666625,11.97666659,11.97666683,11.97666682,11.9766664,11.9766668,11.97666643,11.9766666,11.976667,11.97666702,11.97666661,11.97666646,11.97110842,11.9711086,11.97110865,11.97110864,11.97110859,11.9711082,11.97110861,11.97110879,11.97110883,11.97110861,11.971109,11.97110838,11.97217264,11.97217282,11.97217329,11.97217288,11.97217262,11.97217265,11.97217283,11.97217279,11.97217284,11.97217325,11.97217258,11.97217283,12.01381047,12.01381044,12.01381047,12.01381086,12.01381024,12.01381028,12.0138103,12.01381046,12.01381051,12.0138107,12.01381046,12.01381049,12.07528158,12.07528162,12.07528172,12.07528157,12.0752816,12.07528159,12.07528153,12.07528146,12.07528172,12.07528166,12.07528151,12.07528157,12.12324603,12.12324857,12.12324631,12.12324853,12.123252,12.12324776,12.1232466,12.12324868,12.12324632,12.12456585,12.12456436,12.12456614,12.17558144,12.17558137,12.17558139,12.17558152,12.17558138,12.17558145,12.17558131,12.17558142,12.17558137,12.17558141,12.17558141,12.17558141,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.04072646,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,12.00560474,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919,11.97614919
