From,To,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288
n1,n2,137.022384,137.022384,137.022384,137.022384,137.022384,137.022384,137.022384,137.022384,137.022384,137.022384,137.0223817,137.022384,145.5767142,145.5767746,145.5766825,145.5767171,145.5766881,145.5767486,145.5766053,145.5766353,145.5765737,145.5765432,145.5764858,145.5765459,156.5815671,156.5815327,156.5814977,156.5814297,156.5814361,156.5815097,156.5815392,156.5814053,156.5814356,156.5813156,156.5813838,156.5813309,163.7276339,163.7275539,163.7275959,163.7275635,163.7275419,163.7275563,163.7275915,163.7275776,163.7275068,163.7275284,163.727568,163.7276252,208.9697116,208.9697437,208.9696733,208.9696813,208.9698113,208.9696845,208.96977,208.9697645,208.9697324,208.9696843,208.9697984,208.9696417,230.8728957,237.2965637,229.5848594,230.9791807,241.2693863,230.9743902,230.9083791,238.4838317,230.9101226,232.564623,238.3491303,232.5631809,220.9468524,229.9451686,222.2481787,222.2473263,226.8646621,220.2244139,222.2323108,233.6610133,222.2327962,226.6566467,235.9388663,226.6065897,214.5933119,219.1110434,214.5933122,214.5933083,219.5463843,214.593309,213.526861,218.7350063,213.5268611,214.1513505,219.5520399,214.1513556,220.9814928,225.2421134,220.9814931,219.5972674,224.9667081,219.5972646,218.4123634,223.9995612,218.4123595,218.5400366,224.7390177,218.5400368,216.3609413,216.3614316,216.3609231,218.5833763,218.5815291,218.5833772,218.6250768,218.6250778,218.6250218,219.5512885,219.5503927,219.5525414,220.4344153,220.1428066,220.4703751,222.7809848,222.7812572,222.7811352,225.4131038,226.9535515,225.4127547,221.3408009,221.3308205,225.4231497,225.0790782,225.0793197,225.0791347,225.9835121,225.9836717,225.9835069,226.8127003,226.8126846,226.8072459,227.9352017,227.9323904,227.9352013,230.7478159,230.1964354,230.1955704,233.9545874,233.7816403,233.54097,234.7988889,234.577964,235.8347704,239.5975987,240.1188621,240.1187954,217.3594162,217.3688281,221.3142199,221.7610496,221.7610332,221.7921077,221.8228255,221.8268023,221.8268188,221.8153537,221.8040349,221.9534871,209.2232405,209.2231191,209.223104,209.2230804,209.2231809,209.2231092,209.2232054,209.2231435,209.2230978,209.2230927,209.2231416,209.2231751,210.88022,210.8801795,210.8801422,210.8801776,210.8801469,210.8802288,210.8801095,210.8801032,210.8800664,210.8801435,210.8800633,210.8802214,210.563,210.5629921,210.5629087,210.5629548,210.5629989,210.5630306,210.5629904,210.56296,210.5629885,210.562878,210.5629998,210.5629266,198.1287741,198.1287474,198.1287742,198.1286987,198.1288398,198.1288103,198.1288391,198.1288027,198.128771,198.128735,198.128804,198.128803,179.6970353,179.6969655,179.6970089,179.6970412,179.6970969,179.6970385,179.6971697,179.6971818,179.6971342,179.6971454,179.6972339,179.6972239,189.0093079,189.0088202,189.0092551,189.0088282,189.0081613,189.0089749,189.0092229,189.0088348,189.0092772,188.755759,188.7560457,188.755703,149.4317792,149.431792,149.4317893,149.4321062,149.4321336,149.4321199,149.4321481,149.432126,149.432136,149.4321275,149.4321275,149.4321275,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,197.7025965,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,203.8824382,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557,217.3766557
n2,n3,121.6404737,121.6404737,121.6404737,121.6404737,121.6404737,121.6404737,121.6404737,121.6404737,121.6404737,121.6404737,121.6404714,121.6404737,129.2694229,129.2694832,129.2693913,129.2694258,129.2693968,129.2694573,129.2693375,129.2693675,129.2693059,129.269252,129.2692229,129.2692829,139.0897989,139.0897645,139.0897295,139.0896616,139.0896979,139.0897983,139.0897979,139.0896642,139.0896944,139.0896283,139.0896964,139.0896976,145.4702969,145.4702168,145.4702589,145.4702367,145.4702151,145.4702404,145.4702854,145.4702716,145.4702008,145.470223,145.4702727,145.4703198,165.1442416,165.1442737,165.1442034,165.1442113,165.144341,165.1442145,165.1442998,165.1442944,165.1442624,165.1442144,165.1443282,165.1441718,187.0517644,193.465813,185.7671329,187.1587344,197.4313517,187.1539531,187.0880821,194.6514315,187.0898224,188.7412412,194.5178775,188.7398015,177.0199206,186.0001564,178.3185527,178.317702,182.925671,176.298853,178.3027191,189.7096168,178.3032037,182.7175341,191.9830161,182.6676285,170.3639737,174.8711642,170.3639741,170.3639701,175.3055379,170.3639708,169.3000651,174.4959611,169.3000652,169.9229773,175.311179,169.9229824,176.3829198,180.6342535,176.3829201,175.0020437,180.3595207,175.0020408,173.8198147,179.3945356,173.8198108,173.9471735,180.1323615,173.9471738,171.091285,171.0917735,171.0912666,173.307997,173.3061701,173.3079974,173.3498513,173.3498523,173.3497961,174.274058,174.2731944,174.2753031,175.0009148,174.5048547,174.9984548,176.7672881,176.7674598,176.7672602,179.4057157,180.9584512,179.4051403,179.4797083,179.4705974,179.3823763,178.3070076,178.3072479,178.3070634,179.2089153,179.2090913,179.2089093,180.0359617,180.0359459,180.0306175,181.1553528,181.1525659,181.1553522,183.2002699,182.6504517,182.6495888,186.3970523,186.2245629,185.9845293,187.2393067,187.0189707,188.2732208,192.0250451,192.5444746,192.5444077,183.7477387,183.7477415,183.7594871,183.7608442,183.7608569,183.7609114,183.7610075,183.7610388,183.7609978,183.7609695,183.7609444,183.7614001,186.1637219,186.1636524,186.1636115,186.1636138,186.1636883,186.1636167,186.1636868,186.163651,186.1635793,186.1635742,186.1636491,186.1636826,187.6483245,187.648284,187.6482814,187.6482823,187.6482861,187.648368,187.6482843,187.6482423,187.6482413,187.6482828,187.6482025,187.6483257,187.364097,187.3640566,187.3639733,187.3640519,187.3640959,187.364095,187.3640549,187.364057,187.3640531,187.3639755,187.3640972,187.3640565,176.2291011,176.2291027,176.2291012,176.2290257,176.2291383,176.2291373,176.2291378,176.2291014,176.229098,176.229062,176.2291026,176.2291016,159.7394353,159.73943,159.7394088,159.7394375,159.739429,159.7394347,159.7394413,159.7394539,159.7394064,159.7394179,159.7394421,159.7394324,145.4974469,145.4969604,145.4973941,145.4969684,145.4963035,145.4971147,145.497362,145.4969749,145.497416,145.244667,145.2449529,145.2446111,132.7059424,132.7059552,132.7059524,132.7059145,132.7059419,132.7059282,132.7059564,132.7059343,132.7059443,132.7059358,132.7059358,132.7059358,156.5006337,156.5006338,156.5006337,156.5006338,156.5006337,156.5006338,156.5006337,156.5006338,156.5006337,156.5006338,156.5006337,156.5006338,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,163.1276487,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062,176.806062
n2,n19,11.9745688,11.9745688,11.9745688,11.9745688,11.9745688,11.9745688,11.9745688,11.9745688,11.9745688,11.9745688,11.97456879,11.9745688,12.6931051,12.69310511,12.6931051,12.6931051,12.6931051,12.69310511,12.69310509,12.69310509,12.69310508,12.69310508,12.69310507,12.69310507,13.61521184,13.61521184,13.61521183,13.61521182,13.61521186,13.61521195,13.61521187,13.61521185,13.61521186,13.61521198,13.61521199,13.61521206,14.21274166,14.21274165,14.21274165,14.21274166,14.21274166,14.21274151,14.21274151,14.21274151,14.2127415,14.2127415,14.21274151,14.21274152,14.40706397,14.40706398,14.40706397,14.40706397,14.40706399,14.40706397,14.40706398,14.40706398,14.40706397,14.40706396,14.40706398,14.40706396,14.37053107,14.37184691,14.37026067,14.37054765,14.37266645,14.37054662,14.37053275,14.37208914,14.37053312,14.37087339,14.37205628,14.37087308,14.47001133,14.47187611,14.47028095,14.4702808,14.47123805,14.46986191,14.4702774,14.47264562,14.47027749,14.47119477,14.47311794,14.47118431,14.71836085,14.71931414,14.71836085,14.71836086,14.71940585,14.71836086,14.71813586,14.71923472,14.71813586,14.71826763,14.71940698,14.71826763,15.00043162,15.00134776,15.00043163,15.00013384,15.00128846,15.00013384,14.99987911,15.00108055,14.9998791,14.99990654,15.00123936,14.99990654,15.53925154,15.53925164,15.53925154,15.53974702,15.53974659,15.53974702,15.53975609,15.53975609,15.53975607,15.53996239,15.53996214,15.53996267,16.13440775,16.13434022,16.1344161,16.13495147,16.13495153,16.1349515,16.13556086,16.13591789,16.13556078,16.1346134,16.13461104,16.13556112,16.71659012,16.71659018,16.71659013,16.71680742,16.71680744,16.71680742,16.71700654,16.71700653,16.71700513,16.7172763,16.71727561,16.71727629,17.32230464,17.32216731,17.32216709,17.3231043,17.32306127,17.32300132,17.3233145,17.32325952,17.32357214,17.32451049,17.32464069,17.32464068,17.73518302,17.73518553,17.73619369,17.73630767,17.73630767,17.73631555,17.73632336,17.73632438,17.73632439,17.73632148,17.73631863,17.73635623,17.95327682,17.9532768,17.95327679,17.95327679,17.95327682,17.9532768,17.95327681,17.95327681,17.95327679,17.95327678,17.9532768,17.95327681,18.08671283,18.08671282,18.08671281,18.08671282,18.08671281,18.08671283,18.0867128,18.0867128,18.08671278,18.08671281,18.08671279,18.08671283,18.06136377,18.06136377,18.06136374,18.06136376,18.06136377,18.06136377,18.06136377,18.06136376,18.06136377,18.06136374,18.06136377,18.06136375,17.04921817,17.04921816,17.04921817,17.04921815,17.04921818,17.04921817,17.04921818,17.04921817,17.04921816,17.04921816,17.04921817,17.04921817,15.53649405,15.53649403,15.53649404,15.53649405,15.53649406,15.53649405,15.53649408,15.53649408,15.53649407,15.53649407,15.53649409,15.53649409,14.19175032,14.19175022,14.19175031,14.19175022,14.19175008,14.19175025,14.1917503,14.19175022,14.19175032,14.19169871,14.19169877,14.1916987,13.01741707,13.01741707,13.01741707,13.01741712,13.01741713,13.01741713,13.01741713,13.01741713,13.01741713,13.01741713,13.01741713,13.01741713,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,12.34576589,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.98417282,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392,11.82140392
n3,n4,87.15325422,87.15325422,87.15325422,87.15325422,87.15325422,87.15325422,87.15325422,87.15325422,87.15325422,87.15325422,87.15325197,87.15325422,92.67439529,92.67445499,92.67436395,92.67442359,92.67439483,92.67445475,92.67433613,92.67436584,92.67430485,92.67427697,92.67424813,92.67430754,99.79184655,99.79181245,99.79177783,99.79171065,99.79174655,99.79184599,99.79184561,99.79171317,99.79174312,99.7916777,99.79174514,99.79174636,104.4224855,104.4224169,104.4224585,104.4224366,104.4224152,104.4224402,104.4224848,104.4224816,104.4224116,104.4224336,104.4224828,104.4225293,123.395042,123.3950739,123.3950042,123.395012,123.3951406,123.3950152,123.3950998,123.3950944,123.3950626,123.395015,123.3951279,123.3949728,133.9525426,145.8364623,135.7781748,137.6189385,149.7572247,137.6142976,137.5904103,147.4752739,137.5921019,139.7819629,151.5276759,139.7805577,135.014211,143.9344504,136.3039148,136.3030699,140.8800152,134.2979183,136.2881921,147.6213765,136.2886735,140.6724014,149.8802517,140.622909,127.6860094,132.1588082,127.6860097,127.6860059,132.5899837,127.6860065,126.6304122,131.7863704,126.6304123,127.2483044,132.5955802,127.2483094,132.8518783,137.0718511,132.8518787,131.4818686,136.7992489,131.4818658,130.3086704,135.8414325,130.3086665,130.4350101,136.5738117,130.4350103,126.0499897,126.0504734,126.0499715,128.2474834,128.2456995,128.2474838,128.2894412,128.2894421,128.289387,129.2063629,129.2055593,129.2075917,128.2228713,127.731288,128.2204082,129.9730517,129.9732217,129.9730239,132.5889573,134.1280428,132.5883868,132.6651928,132.6562212,132.5658615,129.8333987,129.8336367,129.8333965,130.7264761,130.7266815,130.7264701,131.5458335,131.5458179,131.5406595,132.6544219,132.6516921,132.6544213,132.948688,132.4044311,132.4035767,132.4904806,132.2721777,131.9686833,133.5891225,133.3104953,135.0650524,134.763183,135.2772968,135.2779675,132.3085926,132.3085872,132.317296,132.3183072,132.3183198,132.3183618,132.3184341,132.3184622,132.3184345,132.318415,132.3183985,132.3187393,134.0745709,134.0745022,134.0744616,134.0744639,134.0745377,134.0744668,134.0745362,134.0745008,134.0744298,134.0744247,134.0744989,134.074532,135.160293,135.1602529,135.1602504,135.1602512,135.1602551,135.1603361,135.1602533,135.1602118,135.1602108,135.1602517,135.1601724,135.1602942,134.9524146,134.9523746,134.9522922,134.95237,134.9524135,134.9524126,134.9523729,134.952375,134.9523711,134.9522944,134.9524148,134.9523746,126.8161366,126.8161383,126.8161367,126.816062,126.8161735,126.8161725,126.8161729,126.8161369,126.8161336,126.8160979,126.8161381,126.8161372,114.7963565,114.7963513,114.7963302,114.7963586,114.7963502,114.7963558,114.7963623,114.7963747,114.7963277,114.7963391,114.7963631,114.7963534,104.5096568,104.5091751,104.5096045,104.509183,104.5085245,104.5093278,104.5095727,104.5091893,104.5096263,104.2593253,104.2596084,104.2592699,95.16384044,95.1638531,95.1638504,95.16381263,95.16383973,95.16382617,95.1638541,95.16383222,95.16384219,95.1638338,95.1638338,95.1638338,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,120.7215593,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,128.3382685,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736,132.109736
n3,n23,31.84084414,31.84084414,31.84084414,31.84084414,31.84084414,31.84084414,31.84084414,31.84084414,31.84084414,31.84084414,31.84084413,31.84084414,33.78875643,33.78875662,33.78875633,33.78873075,33.78873066,33.78873084,33.78873046,33.78873056,33.78873037,33.78870452,33.78870441,33.7887046,36.28743243,36.28743232,36.2874322,36.28743198,36.28743209,36.28743241,36.28743242,36.28743198,36.28743208,36.28743183,36.28743206,36.28743204,37.90558662,37.90557565,37.9055758,37.90557571,37.90557564,37.90557571,37.90557586,37.90556511,37.90556487,37.90556495,37.90556511,37.90556528,38.4823339,38.48233403,38.48233377,38.48233381,38.48233425,38.48233382,38.48233411,38.48233409,38.48233398,38.4823338,38.48233419,38.48233365,49.85392567,44.32192908,46.72341697,46.26535254,44.35531132,46.26522806,46.22315238,43.86281589,46.22319512,45.67472138,39.64768764,45.67469042,38.68361621,38.71645117,38.68835984,38.68835686,38.70520405,38.68098578,38.6883009,38.7300231,38.68830261,38.70444816,38.73835695,38.70426458,39.33421498,39.350971,39.33421498,39.33421499,39.35258624,39.33421499,39.33026246,39.34957579,39.33026246,39.33257771,39.3526072,39.33257773,40.112424,40.12855542,40.112424,40.10718395,40.12751122,40.10718394,40.10270238,40.1238474,40.10270236,40.10318544,40.1266482,40.10318546,41.54858834,41.54859025,41.54858826,41.55730531,41.55729787,41.55730531,41.55746589,41.55746588,41.55746566,41.56109628,41.56109239,41.56110123,43.16581024,43.16391204,43.16582471,43.17340276,43.17340351,43.17340276,43.18418667,43.19053646,43.18418446,43.18183718,43.1817988,43.18411015,44.74803653,44.74803755,44.7480949,44.75192631,44.75192677,44.75192629,44.75543801,44.75543794,44.75547153,44.76025378,44.76024166,44.76025378,46.40054579,46.39812011,46.3981163,50.08116505,50.12857251,50.19428004,49.81697331,49.87730211,49.36535333,53.44455283,53.44564745,53.4448949,47.51845085,47.51845862,47.52127306,47.5215936,47.52159363,47.52160444,47.52162645,47.52162938,47.52161616,47.52160797,47.52159991,47.52170641,48.11983742,48.11983707,48.11983691,48.1198369,48.11983726,48.11983693,48.11983727,48.11983709,48.11983678,48.11983675,48.11983708,48.11983723,48.48886909,48.48886891,48.48886887,48.4888689,48.48886889,48.48886927,48.48886886,48.4888687,48.48886867,48.48886888,48.48886852,48.4888691,48.41826063,48.41826047,48.41826008,48.41826042,48.41826062,48.41826064,48.41826046,48.41826045,48.41826045,48.41826008,48.41826063,48.41826042,45.64311842,45.64311841,45.64311843,45.6431181,45.6431186,45.64311858,45.6431186,45.64311845,45.64311841,45.64311826,45.64311845,45.64311845,41.5079904,41.50799034,41.5079903,41.50799042,41.50799042,41.5079904,41.5079905,41.50799055,41.50799037,41.50799041,41.50799054,41.50799051,37.84878385,37.84878212,37.84878366,37.84878214,37.84877978,37.84878266,37.84878355,37.84878216,37.84878375,37.84788332,37.84788434,37.84788312,34.6643447,34.66434474,34.66434473,34.66434479,34.66434488,34.66434483,34.66434492,34.66434485,34.66434489,34.66434486,34.66434486,34.66434486,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,32.92466181,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,31.98852299,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001,41.95973001
n4,n5,82.72288601,82.72288601,82.72288601,82.72288601,82.72288601,82.72288601,82.72288601,82.72288601,82.72288601,82.72288601,82.72288375,82.72288601,87.9738081,87.97386773,87.97377681,87.97383638,87.97380766,87.9738675,87.97374903,87.97377871,87.9737178,87.97368996,87.97366117,87.9737205,94.74482207,94.74478803,94.74475345,94.74468638,94.74472223,94.74482152,94.74482114,94.7446889,94.7447188,94.74465349,94.74472082,94.74472204,99.15123621,99.15116771,99.15120921,99.15118732,99.15116598,99.15119093,99.15123547,99.15123234,99.15116243,99.15118436,99.15123347,99.15127999,118.0371624,118.0371942,118.0371245,118.0371324,118.0372608,118.0371355,118.0372201,118.0372146,118.0371829,118.0371354,118.0372481,118.0370932,128.597061,140.4753434,130.4229212,132.2625853,144.3934515,132.2579476,132.2340987,142.1132685,132.2357892,134.4243678,146.1650824,134.4229636,129.6255286,138.5393615,130.9142822,130.913438,135.4870804,128.9097657,130.8985715,142.2237331,130.8990526,135.2796133,144.4810745,135.2301558,122.2094511,126.6786725,122.2094514,122.2094476,127.1095099,122.2094482,121.1547198,126.3065259,121.1547199,121.7721017,127.1151016,121.7721067,127.2665562,131.4831728,127.2665565,125.8976668,131.2107853,125.897664,124.7254333,130.2537247,124.7254294,124.8516679,130.9855255,124.8516682,120.2692186,120.2697018,120.2692004,122.4646816,122.4629,122.4646821,122.5066119,122.5066128,122.5065577,123.4227141,123.4219124,123.4239416,122.2191293,121.7280193,122.2166654,123.9675433,123.9677131,123.9675154,126.5809556,128.1185873,126.5803856,126.6574845,126.6485229,126.55788,123.6119561,123.6121938,123.6119538,124.5040878,124.5042939,124.5040818,125.322595,125.3225794,125.3174316,126.4300316,126.4273056,126.4300309,126.4993998,125.9557524,125.9548989,126.0394955,125.8214095,125.5182168,127.1370862,126.8587348,128.6117355,128.3077333,128.8212497,128.8219198,125.7066964,125.7066899,125.7150095,125.7159765,125.7159891,125.7160281,125.7160973,125.716125,125.7160974,125.7160789,125.7160636,125.7163896,127.3894764,127.3894078,127.3893673,127.3893696,127.3894433,127.3893725,127.3894418,127.3894064,127.3893355,127.3893305,127.3894045,127.3894376,128.4241553,128.4241153,128.4241128,128.4241136,128.4241174,128.4241983,128.4241156,128.4240741,128.4240731,128.4241141,128.4240348,128.4241565,128.2260463,128.2260064,128.225924,128.2260017,128.2260452,128.2260443,128.2260046,128.2260067,128.2260028,128.2259262,128.2260465,128.2260063,120.4735723,120.473574,120.4735724,120.4734978,120.4736092,120.4736081,120.4736086,120.4735726,120.4735693,120.4735337,120.4735738,120.4735729,109.0261233,109.0261181,109.026097,109.0261254,109.026117,109.0261226,109.0261291,109.0261415,109.0260946,109.0261059,109.0261298,109.0261202,99.24616585,99.24568465,99.24611362,99.24569246,99.24503469,99.24583716,99.24608186,99.24569882,99.24613533,98.99608592,98.99636878,98.99603063,90.34184585,90.3418585,90.3418558,90.34181805,90.34184512,90.34183157,90.34185948,90.34183763,90.34184758,90.3418392,90.3418392,90.3418392,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,116.1320777,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,123.8799339,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653,127.7068653
n5,n6,80.67801897,80.67801897,80.67801897,80.67801897,80.67801897,80.67801897,80.67801897,80.67801897,80.67801897,80.67801897,80.6780167,80.67801897,85.80374315,85.80380281,85.80371184,85.80377146,85.80374272,85.80380259,85.80368409,85.80371376,85.80365285,85.80362501,85.80359625,85.80365555,92.41407822,92.41404414,92.41400955,92.41394245,92.41397831,92.41407767,92.41407728,92.41394498,92.41397489,92.4139096,92.41397694,92.41397816,96.71638925,96.71632072,96.71636225,96.71634035,96.71631899,96.71634396,96.71638853,96.7163854,96.71631547,96.71633741,96.71638652,96.71643306,115.5530732,115.5531049,115.5530353,115.5530432,115.5531716,115.5530463,115.5531308,115.5531254,115.5530937,115.5530462,115.5531589,115.553004,126.1093312,137.9807007,127.9345875,129.7730078,141.8962372,129.7683735,129.7445519,139.6177061,129.7462411,131.9333883,143.6678904,131.9319849,127.1222483,136.0297955,128.4100601,128.4092164,132.9796049,126.4069962,128.3943612,139.7118009,128.3948419,132.7722163,141.9676544,132.7227997,119.6692955,124.1348588,119.6692958,119.6692919,124.5653564,119.6692926,118.6154533,123.7630064,118.6154534,119.2323018,124.5709434,119.2323069,124.6744484,128.8877255,124.6744488,123.3067103,128.6155603,123.3067075,122.1354458,127.6592576,122.1354419,122.2615721,128.3904814,122.2615723,117.5914607,117.5919433,117.5914425,119.7848409,119.7830632,119.7848413,119.8267702,119.8267711,119.8267161,120.7420694,120.7412729,120.7432954,119.4390548,118.9484404,119.4365918,121.1857143,121.185884,121.1856865,123.7966535,125.3328104,123.7960841,123.8732823,123.8643343,123.7736041,120.7323337,120.7325712,120.7323314,121.6235032,121.6237117,121.6234972,122.4411614,122.4411457,122.4360184,123.5474254,123.5447048,123.5474247,123.5147247,122.9716912,122.9708387,123.0543193,122.8364675,122.5336012,124.1507793,123.8727245,125.6240439,125.3192133,125.8321005,125.8327698,122.6533875,122.6533806,122.6615179,122.6624642,122.6624768,122.6625144,122.6625822,122.6626097,122.6625821,122.6625642,122.6625493,122.6628685,124.2974904,124.2974219,124.2973814,124.2973837,124.2974573,124.2973865,124.2974558,124.2974204,124.2973496,124.2973446,124.2974185,124.2974516,125.3084444,125.3084044,125.3084019,125.3084027,125.3084064,125.3084873,125.3084047,125.3083632,125.3083623,125.3084032,125.3083238,125.3084455,125.1148706,125.1148307,125.1147485,125.1148261,125.1148695,125.1148686,125.114829,125.1148311,125.1148272,125.1147506,125.1148708,125.1148306,117.5409688,117.5409705,117.540969,117.5408944,117.5410057,117.5410046,117.5410051,117.5409691,117.5409658,117.5409302,117.5409703,117.5409694,106.359548,106.3595428,106.3595218,106.3595501,106.3595417,106.3595474,106.3595538,106.3595662,106.3595193,106.3595307,106.3595546,106.359545,96.81475091,96.81427022,96.81469873,96.81427801,96.81362096,96.81442257,96.81466698,96.81428437,96.81472039,96.56494299,96.56522553,96.56488775,88.11545496,88.1154676,88.11546489,88.11542715,88.11545423,88.11544068,88.11546856,88.1154467,88.11545666,88.11544828,88.11544828,88.11544828,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,113.999692,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,121.8050739,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536,125.6563536
